predicted_group_id,members,signal_type,dominant_family_token_share,minimum_link_score,mean_link_score,review_required
PRED-00131,1,singleton,1.0,0.0,0.0,True
PRED-00132,1,singleton,1.0,0.0,0.0,True
PRED-00133,3,shared_household_signal,0.6666666666666666,0.9073724007561436,0.9382482671707623,True
PRED-00134,5,shared_residence_signal,0.2,0.9531772575250834,0.9698394648829429,True
PRED-00135,4,shared_residence_signal,0.5,0.9569230769230769,0.972079772079772,True
PRED-00136,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00137,3,shared_residence_signal,0.3333333333333333,0.9147826086956522,0.9365217391304349,True
PRED-00138,1,singleton,1.0,0.0,0.0,True
PRED-00139,3,shared_household_signal,0.6666666666666666,0.9661835748792268,0.9780354267310788,True
PRED-00140,4,shared_household_signal,1.0,0.9879227053140095,0.9939613526570047,True
PRED-00141,3,shared_household_signal,0.6666666666666666,0.8967391304347824,0.9345852073963017,True
PRED-00142,2,shared_household_signal,1.0,0.9887556221889054,0.9887556221889054,True
PRED-00143,6,shared_location_review,0.16666666666666666,0.9800000000000001,0.9800000000000002,True
PRED-00144,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00145,1,singleton,1.0,0.0,0.0,True
PRED-00146,2,shared_residence_signal,0.5,0.9640831758034025,0.9640831758034025,True
PRED-00147,1,singleton,1.0,0.0,0.0,True
PRED-00148,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00149,2,shared_residence_signal,0.5,0.9006211180124222,0.9006211180124222,True
PRED-00150,2,shared_residence_signal,0.5,0.9085714285714285,0.9085714285714285,True
PRED-00151,1,singleton,1.0,0.0,0.0,True
PRED-00152,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00153,1,singleton,1.0,0.0,0.0,True
PRED-00154,6,shared_location_review,0.16666666666666666,0.8695652173913042,0.9450461313965443,True
PRED-00155,1,singleton,1.0,0.0,0.0,True
PRED-00156,1,singleton,1.0,0.0,0.0,True
PRED-00157,1,singleton,1.0,0.0,0.0,True
PRED-00158,2,shared_residence_signal,0.5,0.9782608695652174,0.9782608695652174,True
PRED-00159,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00160,1,singleton,1.0,0.0,0.0,True
PRED-00161,4,shared_residence_signal,0.25,0.8893280632411065,0.9360733357519746,True
PRED-00162,1,singleton,1.0,0.0,0.0,True
PRED-00163,1,singleton,1.0,0.0,0.0,True
PRED-00164,1,singleton,1.0,0.0,0.0,True
PRED-00165,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00166,4,shared_residence_signal,0.5,0.9800000000000001,0.9833333333333334,True
PRED-00167,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00168,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00169,1,singleton,1.0,0.0,0.0,True
PRED-00170,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00171,1,singleton,1.0,0.0,0.0,True
PRED-00172,1,singleton,1.0,0.0,0.0,True
PRED-00173,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00174,3,shared_household_signal,1.0,0.9869565217391304,0.9913043478260869,True
PRED-00175,2,shared_household_signal,1.0,0.9858223062381851,0.9858223062381851,True
PRED-00176,1,singleton,1.0,0.0,0.0,True
PRED-00177,1,singleton,1.0,0.0,0.0,True
PRED-00178,2,shared_residence_signal,0.5,0.9006211180124222,0.9006211180124222,True
PRED-00179,2,shared_household_signal,1.0,0.9021739130434782,0.9021739130434782,True
PRED-00180,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00181,1,singleton,1.0,0.0,0.0,True
PRED-00182,1,singleton,1.0,0.0,0.0,True
PRED-00183,1,singleton,1.0,0.0,0.0,True
PRED-00184,1,singleton,1.0,0.0,0.0,True
PRED-00185,1,singleton,1.0,0.0,0.0,True
PRED-00186,1,singleton,1.0,0.0,0.0,True
PRED-00187,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00188,3,shared_household_signal,1.0,0.9291115311909263,0.9527410207939507,True
PRED-00189,1,singleton,1.0,0.0,0.0,True
PRED-00190,4,shared_residence_signal,0.25,0.9147826086956522,0.9473913043478261,True
PRED-00191,3,shared_household_signal,1.0,0.9888888888888888,0.9925925925925926,True
PRED-00192,1,singleton,1.0,0.0,0.0,True
PRED-00193,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00194,3,shared_residence_signal,0.3333333333333333,0.9670164917541227,0.9713443278360819,True
PRED-00195,1,singleton,1.0,0.0,0.0,True
PRED-00196,1,singleton,1.0,0.0,0.0,True
PRED-00197,1,singleton,1.0,0.0,0.0,True
PRED-00198,1,singleton,1.0,0.0,0.0,True
PRED-00199,1,singleton,1.0,0.0,0.0,True
PRED-00200,1,singleton,1.0,0.0,0.0,True
PRED-00201,1,singleton,1.0,0.0,0.0,True
PRED-00202,1,singleton,1.0,0.0,0.0,True
PRED-00203,5,shared_residence_signal,0.2,0.9680000000000001,0.9752000000000001,True
PRED-00204,2,shared_residence_signal,0.5,0.9652173913043478,0.9652173913043478,True
PRED-00205,1,singleton,1.0,0.0,0.0,True
PRED-00206,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00207,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00208,5,shared_household_signal,0.8,0.8924485125858124,0.939816933638444,True
PRED-00209,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00210,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00211,2,shared_residence_signal,0.5,0.9073724007561436,0.9073724007561436,True
PRED-00212,1,singleton,1.0,0.0,0.0,True
PRED-00213,1,singleton,1.0,0.0,0.0,True
PRED-00214,1,singleton,1.0,0.0,0.0,True
PRED-00215,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00216,1,singleton,1.0,0.0,0.0,True
PRED-00217,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00218,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00219,1,singleton,1.0,0.0,0.0,True
PRED-00220,1,singleton,1.0,0.0,0.0,True
PRED-00221,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00222,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00223,1,singleton,1.0,0.0,0.0,True
PRED-00224,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00225,4,shared_residence_signal,0.25,0.8695652173913042,0.9271047656949557,True
PRED-00226,1,singleton,1.0,0.0,0.0,True
PRED-00227,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00228,1,singleton,1.0,0.0,0.0,True
PRED-00229,2,shared_residence_signal,0.5,0.9652173913043478,0.9652173913043478,True
PRED-00230,1,singleton,1.0,0.0,0.0,True
PRED-00231,1,singleton,1.0,0.0,0.0,True
PRED-00232,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00233,1,singleton,1.0,0.0,0.0,True
PRED-00234,1,singleton,1.0,0.0,0.0,True
PRED-00235,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00236,1,singleton,1.0,0.0,0.0,True
PRED-00237,6,shared_location_review,0.16666666666666666,0.9670164917541227,0.9756721639180411,True
PRED-00238,1,singleton,1.0,0.0,0.0,True
PRED-00239,1,singleton,1.0,0.0,0.0,True
PRED-00240,4,shared_household_signal,1.0,0.9887556221889054,0.9943778110944527,True
PRED-00241,1,singleton,1.0,0.0,0.0,True
PRED-00242,1,singleton,1.0,0.0,0.0,True
PRED-00243,3,shared_household_signal,1.0,0.9184782608695651,0.9456521739130433,True
PRED-00244,2,shared_household_signal,1.0,0.9396135265700483,0.9396135265700483,True
PRED-00245,1,singleton,1.0,0.0,0.0,True
PRED-00246,4,shared_household_signal,0.75,0.9677419354838709,0.9844506778868629,True
PRED-00247,1,singleton,1.0,0.0,0.0,True
PRED-00248,1,singleton,1.0,0.0,0.0,True
PRED-00249,1,singleton,1.0,0.0,0.0,True
PRED-00250,4,shared_residence_signal,0.25,0.951086956521739,0.9653260869565218,True
PRED-00251,1,singleton,1.0,0.0,0.0,True
PRED-00252,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00253,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00254,1,singleton,1.0,0.0,0.0,True
PRED-00255,1,singleton,1.0,0.0,0.0,True
PRED-00256,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00257,1,singleton,1.0,0.0,0.0,True
PRED-00258,1,singleton,1.0,0.0,0.0,True
PRED-00259,2,shared_residence_signal,0.5,0.955,0.955,True
PRED-00260,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00261,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00262,4,shared_household_signal,0.75,0.92,0.96,True
PRED-00263,4,shared_household_signal,1.0,0.9887556221889054,0.9943778110944527,True
PRED-00264,1,singleton,1.0,0.0,0.0,True
PRED-00265,1,singleton,1.0,0.0,0.0,True
PRED-00266,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00267,5,shared_residence_signal,0.2,0.9800000000000001,0.9800000000000001,True
PRED-00268,2,shared_residence_signal,0.5,0.9696551724137931,0.9696551724137931,True
PRED-00269,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00270,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00271,1,singleton,1.0,0.0,0.0,True
PRED-00272,2,shared_residence_signal,0.5,0.9178743961352657,0.9178743961352657,True
PRED-00273,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00274,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00275,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00276,1,singleton,1.0,0.0,0.0,True
PRED-00277,1,singleton,1.0,0.0,0.0,True
PRED-00278,1,singleton,1.0,0.0,0.0,True
PRED-00279,1,singleton,1.0,0.0,0.0,True
PRED-00280,1,singleton,1.0,0.0,0.0,True
PRED-00281,2,shared_household_signal,1.0,0.9749163879598661,0.9749163879598661,True
PRED-00282,1,singleton,1.0,0.0,0.0,True
PRED-00283,1,singleton,1.0,0.0,0.0,True
PRED-00284,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00285,1,singleton,1.0,0.0,0.0,True
PRED-00286,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00287,1,singleton,1.0,0.0,0.0,True
PRED-00288,1,singleton,1.0,0.0,0.0,True
PRED-00289,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00290,1,singleton,1.0,0.0,0.0,True
PRED-00291,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00292,2,shared_household_signal,1.0,0.9347826086956521,0.9347826086956521,True
PRED-00293,6,shared_location_review,0.16666666666666666,0.9549689440993787,0.9700521167987435,True
PRED-00294,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00295,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00296,1,singleton,1.0,0.0,0.0,True
PRED-00297,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00298,1,singleton,1.0,0.0,0.0,True
PRED-00299,1,singleton,1.0,0.0,0.0,True
PRED-00300,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00301,1,singleton,1.0,0.0,0.0,True
PRED-00302,1,singleton,1.0,0.0,0.0,True
PRED-00303,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00304,1,singleton,1.0,0.0,0.0,True
PRED-00305,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00306,1,singleton,1.0,0.0,0.0,True
PRED-00307,1,singleton,1.0,0.0,0.0,True
PRED-00308,1,singleton,1.0,0.0,0.0,True
PRED-00309,1,singleton,1.0,0.0,0.0,True
PRED-00310,3,shared_household_signal,1.0,0.9285714285714285,0.9523809523809522,True
PRED-00311,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00312,1,singleton,1.0,0.0,0.0,True
PRED-00313,2,shared_household_signal,1.0,0.9285714285714285,0.9285714285714285,True
PRED-00314,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00315,2,shared_residence_signal,0.5,0.9670164917541227,0.9670164917541227,True
PRED-00316,4,shared_household_signal,1.0,0.9767080745341613,0.9889216106232598,True
PRED-00317,1,singleton,1.0,0.0,0.0,True
PRED-00318,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00319,1,singleton,1.0,0.0,0.0,True
PRED-00320,4,shared_household_signal,1.0,0.9347826086956521,0.967391304347826,True
PRED-00321,2,shared_household_signal,1.0,0.9887556221889054,0.9887556221889054,True
PRED-00322,5,shared_household_signal,0.8,0.9565217391304347,0.9828190743338008,True
PRED-00323,1,singleton,1.0,0.0,0.0,True
PRED-00324,4,shared_household_signal,1.0,0.9903225806451613,0.9951612903225806,True
PRED-00325,1,singleton,1.0,0.0,0.0,True
PRED-00326,6,shared_location_review,0.16666666666666666,0.9006211180124222,0.9535403726708076,True
PRED-00327,1,singleton,1.0,0.0,0.0,True
PRED-00328,3,shared_residence_signal,0.3333333333333333,0.9652173913043478,0.9701449275362318,True
PRED-00329,1,singleton,1.0,0.0,0.0,True
PRED-00330,1,singleton,1.0,0.0,0.0,True
PRED-00331,1,singleton,1.0,0.0,0.0,True
PRED-00332,1,singleton,1.0,0.0,0.0,True
PRED-00333,1,singleton,1.0,0.0,0.0,True
PRED-00334,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00335,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00336,4,shared_household_signal,1.0,0.9869565217391304,0.9934782608695653,True
PRED-00337,3,shared_household_signal,1.0,0.9223602484472048,0.94824016563147,True
PRED-00338,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00339,2,shared_residence_signal,0.5,0.9130434782608695,0.9130434782608695,True
PRED-00340,1,singleton,1.0,0.0,0.0,True
PRED-00341,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00342,6,shared_location_review,0.16666666666666666,0.8967391304347824,0.9531319340329835,True
PRED-00343,3,shared_household_signal,1.0,0.9896551724137931,0.9931034482758619,True
PRED-00344,1,singleton,1.0,0.0,0.0,True
PRED-00345,2,shared_household_signal,1.0,0.9184782608695651,0.9184782608695651,True
PRED-00346,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00347,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00348,1,singleton,1.0,0.0,0.0,True
PRED-00349,1,singleton,1.0,0.0,0.0,True
PRED-00350,1,singleton,1.0,0.0,0.0,True
PRED-00351,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00352,6,shared_location_review,0.16666666666666666,0.8804347826086956,0.9503726708074537,True
PRED-00353,7,shared_location_review,0.14285714285714285,0.8804347826086956,0.9547323277136942,True
PRED-00354,1,singleton,1.0,0.0,0.0,True
PRED-00355,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00356,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00357,1,singleton,1.0,0.0,0.0,True
PRED-00358,1,singleton,1.0,0.0,0.0,True
PRED-00359,1,singleton,1.0,0.0,0.0,True
PRED-00360,1,singleton,1.0,0.0,0.0,True
PRED-00361,1,singleton,1.0,0.0,0.0,True
PRED-00362,1,singleton,1.0,0.0,0.0,True
PRED-00363,1,singleton,1.0,0.0,0.0,True
PRED-00364,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00365,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00366,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00367,1,singleton,1.0,0.0,0.0,True
PRED-00368,3,shared_residence_signal,0.3333333333333333,0.8967391304347824,0.926479260369815,True
PRED-00369,1,singleton,1.0,0.0,0.0,True
PRED-00370,1,singleton,1.0,0.0,0.0,True
PRED-00371,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00372,1,singleton,1.0,0.0,0.0,True
PRED-00373,5,shared_residence_signal,0.2,0.9800000000000001,0.9800000000000001,True
PRED-00374,1,singleton,1.0,0.0,0.0,True
PRED-00375,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00376,1,singleton,1.0,0.0,0.0,True
PRED-00377,1,singleton,1.0,0.0,0.0,True
PRED-00378,4,shared_residence_signal,0.25,0.9800000000000001,0.9800000000000001,True
PRED-00379,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00380,5,shared_household_signal,0.8,0.9147826086956522,0.9659130434782609,True
PRED-00381,4,shared_residence_signal,0.5,0.9661835748792268,0.9764251207729467,True
PRED-00382,5,shared_residence_signal,0.2,0.9006211180124222,0.9482484472049689,True
PRED-00383,3,shared_residence_signal,0.3333333333333333,0.9006211180124222,0.9270807453416148,True
PRED-00384,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00385,1,singleton,1.0,0.0,0.0,True
PRED-00386,1,singleton,1.0,0.0,0.0,True
PRED-00387,1,singleton,1.0,0.0,0.0,True
PRED-00388,2,shared_residence_signal,0.5,0.9670164917541227,0.9670164917541227,True
PRED-00389,1,singleton,1.0,0.0,0.0,True
PRED-00390,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00391,1,singleton,1.0,0.0,0.0,True
PRED-00392,1,singleton,1.0,0.0,0.0,True
PRED-00393,2,shared_household_signal,1.0,0.9347826086956521,0.9347826086956521,True
PRED-00394,1,singleton,1.0,0.0,0.0,True
PRED-00395,1,singleton,1.0,0.0,0.0,True
PRED-00396,1,singleton,1.0,0.0,0.0,True
PRED-00397,1,singleton,1.0,0.0,0.0,True
PRED-00398,1,singleton,1.0,0.0,0.0,True
PRED-00399,1,singleton,1.0,0.0,0.0,True
PRED-00400,4,shared_residence_signal,0.25,0.8804347826086956,0.9329461697722566,True
PRED-00401,1,singleton,1.0,0.0,0.0,True
PRED-00402,3,shared_residence_signal,0.3333333333333333,0.8804347826086956,0.9154244306418219,True
PRED-00403,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00404,1,singleton,1.0,0.0,0.0,True
PRED-00405,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00406,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00407,1,singleton,1.0,0.0,0.0,True
PRED-00408,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00409,3,shared_household_signal,0.6666666666666666,0.951086956521739,0.9686811594202899,True
PRED-00410,1,singleton,1.0,0.0,0.0,True
